Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	Pres_Z [dbar]	QV:SEADATANET	Atten_red [/m]	QV:SEADATANET	Atten_red2 [/m]	QV:SEADATANET	chl-a_water_ISfluor [mg/m^3]	QV:SEADATANET	WC_dissO2 [umol/l]	QV:SEADATANET	AqVolt [V]	QV:SEADATANET	STNephV [V]	QV:SEADATANET	BKBeck [%]	QV:SEADATANET	PotAtten [/m]	QV:SEADATANET	WC_Potemp [degC]	QV:SEADATANET	P_sal_CTD [Dmnless]	QV:SEADATANET	SigTheta [kg/m^3]	QV:SEADATANET	WC_temp_CTD [degC]	QV:SEADATANET
									 1557.00	1	  0.354	1	  0.352	1	  0.33	1	261.0	1	 0.9844	1	  0.0176	1	 82.53	1	 0.3521	1	 4.788	1	35.109	1	27.786	1	 4.925	1
									 1559.00	1	  0.354	1	  0.352	1	  0.27	1	261.8	1	 0.8606	1	  0.0174	1	 82.72	1	 0.3521	1	 4.749	1	35.101	1	27.785	1	 4.885	1
									 1561.00	1	  0.355	1	  0.353	1	  0.38	1	261.5	1	 1.0785	1	  0.0174	1	 82.57	1	 0.3524	1	 4.732	1	35.100	1	27.785	1	 4.868	1
									 1563.00	1	  0.354	1	  0.351	1	  0.34	1	262.0	1	 0.9967	1	  0.0176	1	 82.70	1	 0.3521	1	 4.720	1	35.098	1	27.786	1	 4.856	1
									 1565.00	1	  0.354	1	  0.351	1	  0.28	1	262.5	1	 0.8832	1	  0.0175	1	 82.84	1	 0.3521	1	 4.706	1	35.097	1	27.786	1	 4.842	1
									 1567.00	1	  0.354	1	  0.352	1	  0.37	1	262.5	1	 1.0566	1	  0.0171	1	 82.82	1	 0.3521	1	 4.701	1	35.093	1	27.783	1	 4.837	1
									 1569.00	1	  0.354	1	  0.352	1	  0.43	1	262.1	1	 1.1486	1	  0.0181	1	 82.66	1	 0.3521	1	 4.677	1	35.092	1	27.785	1	 4.813	1
									 1571.00	1	  0.355	1	  0.352	1	  0.21	1	262.4	1	 0.7066	1	  0.0172	1	 82.73	1	 0.3522	1	 4.670	1	35.092	1	27.786	1	 4.806	1
									 1573.00	1	  0.354	1	  0.351	1	  0.18	1	262.9	1	 0.6312	1	  0.0183	1	 82.87	1	 0.3520	1	 4.666	1	35.091	1	27.786	1	 4.803	1
									 1575.00	1	  0.354	1	  0.351	1	  0.33	1	263.0	1	 0.9771	1	  0.0174	1	 82.90	1	 0.3520	1	 4.654	1	35.088	1	27.785	1	 4.791	1
									 1577.00	1	  0.354	1	  0.352	1	  0.17	1	262.9	1	 0.4459	1	  0.0179	1	 82.80	1	 0.3520	1	 4.632	1	35.084	1	27.784	1	 4.769	1
									 1579.00	1	  0.354	1	  0.352	1	  0.33	1	262.8	1	 0.9654	1	  0.0172	1	 82.75	1	 0.3520	1	 4.623	1	35.085	1	27.786	1	 4.760	1
									 1581.00	1	  0.354	1	  0.352	1	  0.30	1	263.4	1	 0.9055	1	  0.0179	1	 82.92	1	 0.3520	1	 4.599	1	35.079	1	27.784	1	 4.736	1
									 1583.00	1	  0.355	1	  0.352	1	  0.23	1	265.0	1	 0.7618	1	  0.0179	1	 83.36	1	 0.3522	1	 4.580	1	35.079	1	27.786	1	 4.717	1
									 1585.00	1	  0.354	1	  0.353	1	  0.21	1	263.7	1	 0.7245	1	  0.0174	1	 82.89	1	 0.3520	1	 4.550	1	35.065	1	27.778	1	 4.686	1
									 1587.00	1	  0.355	1	  0.352	1	  0.20	1	263.3	1	 0.6590	1	  0.0181	1	 82.75	1	 0.3522	1	 4.536	1	35.070	1	27.784	1	 4.672	1
									 1589.00	1	  0.354	1	  0.351	1	  0.30	1	264.7	1	 0.8950	1	  0.0186	1	 83.14	1	 0.3520	1	 4.520	1	35.069	1	27.785	1	 4.656	1
									 1591.00	1	  0.354	1	  0.352	1	  0.32	1	264.8	1	 0.9570	1	  0.0176	1	 83.18	1	 0.3520	1	 4.518	1	35.069	1	27.785	1	 4.655	1
									 1593.00	1	  0.355	1	  0.352	1	  0.24	1	264.4	1	 0.7772	1	  0.0175	1	 83.06	1	 0.3530	1	 4.518	1	35.069	1	27.785	1	 4.655	1
									 1595.00	1	  0.355	1	  0.351	1	  0.19	1	265.1	1	 0.6401	1	  0.0179	1	 83.26	1	 0.3522	1	 4.518	1	35.070	1	27.786	1	 4.655	1
									 1597.00	1	  0.355	1	  0.351	1	  0.31	1	265.2	1	 0.9413	1	  0.0181	1	 83.29	1	 0.3523	1	 4.516	1	35.070	1	27.786	1	 4.653	1
									 1599.00	1	  0.354	1	  0.351	1	  0.46	1	265.1	1	 1.1935	1	  0.0177	1	 83.26	1	 0.3520	1	 4.514	1	35.069	1	27.785	1	 4.651	1
									 1601.00	1	  0.355	1	  0.351	1	  0.35	1	265.4	1	 1.0187	1	  0.0172	1	 83.32	1	 0.3522	1	 4.504	1	35.065	1	27.784	1	 4.641	1
									 1603.00	1	  0.354	1	  0.351	1	  0.32	1	265.8	1	 0.9517	1	  0.0177	1	 83.44	1	 0.3520	1	 4.489	1	35.064	1	27.785	1	 4.626	1
									 1605.00	1	  0.355	1	  0.351	1	  0.18	1	265.4	1	 0.6193	1	  0.0174	1	 83.30	1	 0.3523	1	 4.477	1	35.062	1	27.784	1	 4.614	1
									 1607.00	1	  0.354	1	  0.351	1	  0.14	1	265.4	1	 0.4373	1	  0.0173	1	 83.27	1	 0.3520	1	 4.465	1	35.060	1	27.784	1	 4.602	1
									 1609.00	1	  0.355	1	  0.351	1	  0.17	1	265.9	1	 0.5735	1	  0.0172	1	 83.37	1	 0.3521	1	 4.442	1	35.057	1	27.784	1	 4.579	1
									 1611.00	1	  0.355	1	  0.351	1	  0.21	1	267.3	1	 0.7133	1	  0.0172	1	 83.78	1	 0.3524	1	 4.431	1	35.055	1	27.784	1	 4.569	1
									 1613.00	1	  0.355	1	  0.351	1	  0.30	1	267.1	1	 0.9317	1	  0.0179	1	 83.70	1	 0.3523	1	 4.419	1	35.054	1	27.784	1	 4.556	1
									 1615.00	1	  0.355	1	  0.351	1	  0.28	1	267.3	1	 0.8995	1	  0.0172	1	 83.73	1	 0.3521	1	 4.405	1	35.052	1	27.784	1	 4.543	1
									 1617.00	1	  0.355	1	  0.351	1	  0.24	1	268.3	1	 0.8094	1	  0.0182	1	 84.03	1	 0.3522	1	 4.397	1	35.051	1	27.784	1	 4.534	1
									 1619.00	1	  0.355	1	  0.352	1	  0.23	1	268.6	1	 0.7193	1	  0.0185	1	 84.09	1	 0.3523	1	 4.384	1	35.049	1	27.784	1	 4.522	1
									 1621.00	1	  0.354	1	  0.353	1	  0.31	1	268.5	1	 0.9598	1	  0.0180	1	 84.04	1	 0.3520	1	 4.375	1	35.047	1	27.783	1	 4.513	1
									 1623.00	1	  0.354	1	  0.352	1	  0.25	1	268.0	1	 0.8151	1	  0.0192	1	 83.84	1	 0.3520	1	 4.352	1	35.044	1	27.783	1	 4.490	1
									 1625.00	1	  0.354	1	  0.352	1	  0.25	1	268.0	1	 0.8058	1	  0.0174	1	 83.84	1	 0.3520	1	 4.347	1	35.044	1	27.784	1	 4.485	1
									 1627.00	1	  0.355	1	  0.352	1	  0.26	1	266.7	1	 0.8523	1	  0.0176	1	 83.41	1	 0.3526	1	 4.338	1	35.042	1	27.784	1	 4.476	1
									 1629.00	1	  0.355	1	  0.353	1	  0.25	1	267.0	1	 0.8249	1	  0.0174	1	 83.47	1	 0.3523	1	 4.325	1	35.040	1	27.783	1	 4.463	1
									 1631.00	1	  0.355	1	  0.351	1	  0.25	1	267.5	1	 0.8245	1	  0.0173	1	 83.59	1	 0.3525	1	 4.315	1	35.039	1	27.784	1	 4.453	1
									 1633.00	1	  0.355	1	  0.351	1	  0.33	1	267.7	1	 0.9803	1	  0.0176	1	 83.65	1	 0.3523	1	 4.313	1	35.040	1	27.784	1	 4.451	1
									 1635.00	1	  0.355	1	  0.351	1	  0.27	1	267.1	1	 0.8582	1	  0.0174	1	 83.48	1	 0.3524	1	 4.312	1	35.039	1	27.784	1	 4.450	1
									 1637.00	1	  0.355	1	  0.351	1	  0.36	1	266.7	1	 1.0289	1	  0.0175	1	 83.35	1	 0.3522	1	 4.308	1	35.039	1	27.785	1	 4.446	1
									 1639.00	1	  0.355	1	  0.351	1	  0.24	1	267.2	1	 0.7959	1	  0.0171	1	 83.50	1	 0.3523	1	 4.307	1	35.039	1	27.785	1	 4.446	1
									 1641.00	1	  0.354	1	  0.351	1	  0.33	1	267.1	1	 0.9491	1	  0.0170	1	 83.47	1	 0.3519	1	 4.303	1	35.038	1	27.784	1	 4.441	1
									 1643.00	1	  0.355	1	  0.351	1	  0.33	1	267.1	1	 0.9797	1	  0.0171	1	 83.43	1	 0.3521	1	 4.289	1	35.036	1	27.784	1	 4.428	1
									 1645.00	1	  0.355	1	  0.351	1	  0.40	1	267.2	1	 1.1095	1	  0.0174	1	 83.44	1	 0.3524	1	 4.279	1	35.035	1	27.784	1	 4.418	1
									 1647.00	1	  0.355	1	  0.351	1	  0.25	1	266.7	1	 0.7808	1	  0.0174	1	 83.27	1	 0.3521	1	 4.269	1	35.033	1	27.784	1	 4.408	1
									 1649.00	1	  0.356	1	  0.351	1	  0.28	1	267.1	1	 0.8650	1	  0.0180	1	 83.38	1	 0.3532	1	 4.259	1	35.032	1	27.784	1	 4.398	1
									 1651.00	1	  0.355	1	  0.351	1	  0.33	1	267.7	1	 0.9810	1	  0.0179	1	 83.52	1	 0.3526	1	 4.248	1	35.030	1	27.784	1	 4.387	1
									 1653.00	1	  0.355	1	  0.351	1	  0.34	1	267.2	1	 1.0097	1	  0.0173	1	 83.34	1	 0.3528	1	 4.233	1	35.028	1	27.784	1	 4.372	1
									 1655.00	1	  0.355	1	  0.351	1	  0.29	1	267.2	1	 0.8982	1	  0.0183	1	 83.33	1	 0.3524	1	 4.224	1	35.028	1	27.784	1	 4.363	1
									 1657.00	1	  0.356	1	  0.352	1	  0.25	1	267.6	1	 0.8241	1	  0.0172	1	 83.45	1	 0.3534	1	 4.227	1	35.030	1	27.786	1	 4.366	1
									 1659.00	1	  0.356	1	  0.352	1	  0.18	1	267.1	1	 0.6250	1	  0.0174	1	 83.32	1	 0.3533	1	 4.235	1	35.033	1	27.787	1	 4.375	1
									 1661.00	1	  0.355	1	  0.351	1	  0.23	1	267.1	1	 0.7624	1	  0.0171	1	 83.34	1	 0.3529	1	 4.241	1	35.033	1	27.787	1	 4.381	1
									 1663.00	1	  0.355	1	  0.351	1	  0.26	1	267.3	1	 0.8314	1	  0.0174	1	 83.41	1	 0.3527	1	 4.248	1	35.036	1	27.789	1	 4.389	1
									 1665.00	1	  0.356	1	  0.351	1	  0.23	1	267.5	1	 0.7671	1	  0.0175	1	 83.49	1	 0.3530	1	 4.260	1	35.038	1	27.789	1	 4.401	1
									 1667.00	1	  0.356	1	  0.351	1	  0.14	1	266.6	1	 0.4793	1	  0.0175	1	 83.20	1	 0.3531	1	 4.260	1	35.038	1	27.789	1	 4.401	1
									 1669.00	1	  0.356	1	  0.352	1	  0.19	1	267.1	1	 0.6499	1	  0.0172	1	 83.37	1	 0.3537	1	 4.258	1	35.038	1	27.789	1	 4.398	1
									 1671.00	1	  0.356	1	  0.351	1	  0.19	1	267.9	1	 0.6417	1	  0.0171	1	 83.60	1	 0.3535	1	 4.256	1	35.038	1	27.789	1	 4.398	1
									 1673.00	1	  0.357	1	  0.351	1	  0.21	1	267.5	1	 0.6963	1	  0.0184	1	 83.44	1	 0.3539	1	 4.235	1	35.033	1	27.787	1	 4.377	1
									 1675.00	1	  0.357	1	  0.351	1	  0.18	1	267.8	1	 0.5753	1	  0.0174	1	 83.49	1	 0.3540	1	 4.216	1	35.030	1	27.787	1	 4.357	1
									 1677.00	1	  0.357	1	  0.351	1	  0.14	1	268.1	1	 0.4744	1	  0.0177	1	 83.57	1	 0.3541	1	 4.201	1	35.027	1	27.786	1	 4.342	1
									 1679.00	1	  0.358	1	  0.353	1	  0.25	1	267.0	1	 0.8109	1	  0.0172	1	 83.26	1	 0.3550	1	 4.214	1	35.036	1	27.792	1	 4.356	1
									 1681.00	1	  0.357	1	  0.351	1	  0.37	1	267.5	1	 1.0613	1	  0.0176	1	 83.44	1	 0.3541	1	 4.236	1	35.042	1	27.794	1	 4.378	1
									 1683.00	1	  0.357	1	  0.351	1	  0.31	1	268.0	1	 0.9453	1	  0.0174	1	 83.64	1	 0.3539	1	 4.243	1	35.041	1	27.793	1	 4.385	1
									 1685.00	1	  0.356	1	  0.351	1	  0.27	1	267.9	1	 0.8533	1	  0.0172	1	 83.58	1	 0.3538	1	 4.242	1	35.041	1	27.793	1	 4.385	1
									 1687.00	1	  0.356	1	  0.351	1	  0.20	1	267.4	1	 0.6869	1	  0.0180	1	 83.45	1	 0.3538	1	 4.248	1	35.046	1	27.796	1	 4.391	1
									 1689.00	1	  0.357	1	  0.351	1	  0.19	1	266.8	1	 0.6552	1	  0.0178	1	 83.35	1	 0.3541	1	 4.285	1	35.053	1	27.798	1	 4.428	1
									 1691.00	1	  0.356	1	  0.352	1	  0.33	1	267.4	1	 0.9805	1	  0.0172	1	 83.56	1	 0.3538	1	 4.301	1	35.054	1	27.797	1	 4.444	1
									 1693.00	1	  0.357	1	  0.351	1	  0.26	1	268.2	1	 0.8161	1	  0.0181	1	 83.86	1	 0.3540	1	 4.317	1	35.059	1	27.799	1	 4.461	1
									 1695.00	1	  0.357	1	  0.351	1	  0.23	1	266.5	1	 0.7606	1	  0.0175	1	 83.35	1	 0.3540	1	 4.338	1	35.062	1	27.800	1	 4.483	1
									 1697.00	1	  0.357	1	  0.351	1	  0.26	1	266.8	1	 0.8528	1	  0.0185	1	 83.46	1	 0.3542	1	 4.334	1	35.060	1	27.798	1	 4.478	1
									 1699.00	1	  0.357	1	  0.352	1	  0.24	1	266.8	1	 0.8020	1	  0.0173	1	 83.45	1	 0.3540	1	 4.328	1	35.060	1	27.799	1	 4.472	1
									 1701.00	1	  0.357	1	  0.351	1	  0.27	1	266.9	1	 0.8796	1	  0.0175	1	 83.45	1	 0.3540	1	 4.317	1	35.058	1	27.798	1	 4.462	1
									 1703.00	1	  0.357	1	  0.351	1	  0.20	1	267.5	1	 0.6977	1	  0.0184	1	 83.60	1	 0.3540	1	 4.304	1	35.056	1	27.798	1	 4.449	1
									 1705.00	1	  0.357	1	  0.351	1	  0.24	1	266.9	1	 0.7915	1	  0.0177	1	 83.40	1	 0.3540	1	 4.291	1	35.054	1	27.798	1	 4.436	1
									 1707.00	1	  0.357	1	  0.351	1	  0.25	1	265.9	1	 0.8142	1	  0.0183	1	 83.04	1	 0.3540	1	 4.272	1	35.051	1	27.798	1	 4.417	1
									 1709.00	1	  0.357	1	  0.351	1	  0.31	1	265.5	1	 0.9560	1	  0.0176	1	 82.92	1	 0.3545	1	 4.267	1	35.051	1	27.798	1	 4.412	1
									 1711.00	1	  0.357	1	  0.351	1	  0.19	1	266.1	1	 0.6148	1	  0.0171	1	 83.07	1	 0.3540	1	 4.259	1	35.049	1	27.798	1	 4.405	1
									 1713.00	1	  0.357	1	  0.351	1	  0.21	1	267.8	1	 0.6810	1	  0.0178	1	 83.58	1	 0.3540	1	 4.252	1	35.048	1	27.798	1	 4.397	1
									 1715.00	1	  0.357	1	  0.352	1	  0.27	1	267.4	1	 0.8789	1	  0.0171	1	 83.44	1	 0.3540	1	 4.243	1	35.047	1	27.798	1	 4.388	1
									 1717.00	1	  0.357	1	  0.351	1	  0.29	1	266.5	1	 0.9188	1	  0.0171	1	 83.15	1	 0.3540	1	 4.242	1	35.047	1	27.798	1	 4.388	1
									 1719.00	1	  0.357	1	  0.351	1	  0.29	1	267.5	1	 0.9178	1	  0.0179	1	 83.48	1	 0.3540	1	 4.243	1	35.049	1	27.800	1	 4.389	1
									 1721.00	1	  0.357	1	  0.351	1	  0.28	1	267.2	1	 0.8869	1	  0.0179	1	 83.41	1	 0.3540	1	 4.254	1	35.045	1	27.795	1	 4.400	1
									 1723.00	1	  0.357	1	  0.351	1	  0.23	1	266.6	1	 0.7864	1	  0.0174	1	 83.15	1	 0.3540	1	 4.214	1	35.040	1	27.795	1	 4.359	1
									 1725.00	1	  0.357	1	  0.351	1	  0.24	1	267.0	1	 0.8065	1	  0.0172	1	 83.22	1	 0.3541	1	 4.201	1	35.039	1	27.796	1	 4.346	1
									 1727.00	1	  0.357	1	  0.351	1	  0.37	1	267.9	1	 1.0611	1	  0.0171	1	 83.52	1	 0.3540	1	 4.197	1	35.040	1	27.797	1	 4.343	1
									 1729.00	1	  0.357	1	  0.351	1	  0.34	1	267.2	1	 1.0096	1	  0.0174	1	 83.29	1	 0.3540	1	 4.197	1	35.040	1	27.797	1	 4.343	1
									 1731.00	1	  0.357	1	  0.351	1	  0.35	1	266.4	1	 1.0233	1	  0.0180	1	 83.03	1	 0.3540	1	 4.197	1	35.040	1	27.797	1	 4.344	1
									 1733.00	1	  0.357	1	  0.351	1	  0.44	1	267.2	1	 1.1574	1	  0.0178	1	 83.29	1	 0.3540	1	 4.197	1	35.040	1	27.797	1	 4.343	1
									 1735.00	1	  0.357	1	  0.351	1	  0.40	1	268.5	1	 1.0894	1	  0.0171	1	 83.70	1	 0.3540	1	 4.200	1	35.040	1	27.797	1	 4.347	1
									 1737.00	1	  0.357	1	  0.351	1	  0.16	1	267.4	1	 0.5392	1	  0.0177	1	 83.48	1	 0.3540	1	 4.257	1	35.047	8	27.797	1	 4.405	1
									 1739.00	1	  0.357	1	  0.351	1	  0.22	1	267.5	1	 0.7581	1	  0.0183	1	 83.51	1	 0.3540	1	 4.258	1	35.055	1	27.802	1	 4.406	1
									 1741.00	1	  0.357	1	  0.351	1	  0.24	1	267.8	1	 0.7947	1	  0.0188	1	 83.59	1	 0.3540	1	 4.253	1	35.053	1	27.801	1	 4.401	1
									 1743.00	1	  0.357	1	  0.351	1	  0.54	1	267.5	1	 1.2761	1	  0.0174	1	 83.49	1	 0.3541	1	 4.245	1	35.053	1	27.802	1	 4.393	1
									 1745.00	1	  0.357	1	  0.351	1	  0.40	1	268.1	1	 1.0904	1	  0.0186	1	 83.68	1	 0.3540	1	 4.242	1	35.052	1	27.802	1	 4.391	1
									 1747.00	1	  0.357	1	  0.352	1	  0.24	1	267.9	1	 0.8000	1	  0.0174	1	 83.62	1	 0.3543	1	 4.243	1	35.051	1	27.801	1	 4.391	1
									 1749.00	1	  0.357	1	  0.353	1	  0.15	1	267.3	1	 0.5125	1	  0.0172	1	 83.38	1	 0.3540	1	 4.220	1	35.047	1	27.800	1	 4.368	1
									 1751.00	1	  0.357	1	  0.351	1	  0.35	1	267.6	1	 1.0165	1	  0.0174	1	 83.45	1	 0.3542	1	 4.203	1	35.045	1	27.801	1	 4.351	1
									 1753.00	1	  0.357	1	  0.351	1	  0.26	1	268.2	1	 0.8553	1	  0.0211	1	 83.60	1	 0.3540	1	 4.191	1	35.043	1	27.800	1	 4.339	1
									 1755.00	1	  0.357	1	  0.351	1	  0.31	1	266.8	1	 0.9548	1	  0.0172	1	 83.15	1	 0.3539	1	 4.179	1	35.042	1	27.800	1	 4.328	1
									 1757.00	1	  0.357	1	  0.351	1	  0.28	1	265.9	1	 0.8896	1	  0.0174	1	 82.83	1	 0.3539	1	 4.167	1	35.040	1	27.800	1	 4.315	1
									 1759.00	1	  0.357	1	  0.351	1	  0.34	1	266.0	1	 1.0107	1	  0.0174	1	 82.86	1	 0.3539	1	 4.167	1	35.041	1	27.801	1	 4.316	1
									 1761.00	1	  0.357	1	  0.351	1	  0.23	1	267.1	1	 0.7506	1	  0.0171	1	 83.22	1	 0.3539	1	 4.176	1	35.044	1	27.803	1	 4.325	1
									 1763.00	1	  0.357	1	  0.351	1	  0.16	1	267.9	1	 0.5557	1	  0.0192	1	 83.52	1	 0.3541	1	 4.190	1	35.047	1	27.804	1	 4.339	1
									 1765.00	1	  0.357	1	  0.351	1	  0.13	1	268.0	1	 0.4240	1	  0.0183	1	 83.62	1	 0.3541	1	 4.223	1	35.059	1	27.810	1	 4.373	1
									 1767.00	1	  0.357	1	  0.351	1	  0.09	1	266.8	1	 0.1850	1	  0.0171	1	 83.33	1	 0.3544	1	 4.261	1	35.062	1	27.808	1	 4.412	1
									 1769.00	1	  0.357	1	  0.351	1	  0.26	1	267.3	1	 0.8499	1	  0.0171	1	 83.45	1	 0.3540	1	 4.255	1	35.059	1	27.806	1	 4.406	1
									 1771.00	1	  0.357	1	  0.351	1	  0.23	1	267.9	1	 0.7643	1	  0.0177	1	 83.62	1	 0.3541	1	 4.236	1	35.056	1	27.806	1	 4.387	1
									 1773.00	1	  0.357	1	  0.351	1	  0.27	1	267.4	1	 0.8804	1	  0.0180	1	 83.44	1	 0.3542	1	 4.231	1	35.057	1	27.807	1	 4.382	1
									 1775.00	1	  0.357	1	  0.351	1	  0.26	1	266.6	1	 0.8349	1	  0.0197	1	 83.25	1	 0.3539	1	 4.251	1	35.057	1	27.805	1	 4.402	1
									 1777.00	1	  0.357	1	  0.351	1	  0.27	1	266.9	1	 0.8703	1	  0.0177	1	 83.40	1	 0.3541	1	 4.281	1	35.068	1	27.811	1	 4.432	1
									 1779.00	1	  0.357	1	  0.351	1	  0.27	1	266.8	1	 0.8544	1	  0.0179	1	 83.39	1	 0.3544	1	 4.287	1	35.070	1	27.811	1	 4.439	1
									 1781.00	1	  0.358	1	  0.351	1	  0.18	1	266.6	1	 0.6144	1	  0.0189	1	 83.32	1	 0.3551	1	 4.285	1	35.069	1	27.811	1	 4.438	1
									 1783.00	1	  0.358	1	  0.351	1	  0.27	1	266.6	1	 0.8641	1	  0.0174	1	 83.29	1	 0.3552	1	 4.283	1	35.068	1	27.810	1	 4.436	1
									 1785.00	1	  0.358	1	  0.351	1	  0.25	1	266.5	1	 0.8309	1	  0.0180	1	 83.25	1	 0.3550	1	 4.279	1	35.064	1	27.807	1	 4.432	1
									 1787.00	1	  0.359	1	  0.352	1	  0.32	1	267.0	1	 0.9751	1	  0.0182	1	 83.36	1	 0.3557	1	 4.247	1	35.056	1	27.805	1	 4.399	1
									 1789.00	1	  0.360	1	  0.351	1	  0.23	1	267.1	1	 0.7817	1	  0.0180	1	 83.33	1	 0.3571	1	 4.224	1	35.057	1	27.808	1	 4.377	1
									 1791.00	1	  0.359	1	  0.351	1	  0.30	1	267.2	1	 0.9310	1	  0.0174	1	 83.36	1	 0.3561	1	 4.219	1	35.057	1	27.808	1	 4.372	1
									 1793.00	1	  0.360	1	  0.351	1	  0.18	1	266.8	1	 0.6364	1	  0.0177	1	 83.21	1	 0.3571	1	 4.207	1	35.044	1	27.799	1	 4.360	1
									 1795.00	1	  0.359	1	  0.351	1	  0.19	1	267.2	1	 0.6638	1	  0.0177	1	 83.29	1	 0.3560	1	 4.187	1	35.048	1	27.804	1	 4.339	1
									 1797.00	1	  0.358	1	  0.351	1	  0.26	1	268.0	1	 0.8564	1	  0.0188	1	 83.45	1	 0.3548	1	 4.146	1	35.045	1	27.807	1	 4.298	1
									 1799.00	1	  0.358	1	  0.351	1	  0.17	1	267.5	1	 0.5760	1	  0.0179	1	 83.38	1	 0.3555	1	 4.185	1	35.058	1	27.813	1	 4.338	1
									 1801.00	1	  0.359	1	  0.351	1	  0.30	1	266.8	1	 0.9393	1	  0.0188	8	 83.21	1	 0.3560	1	 4.201	1	35.059	1	27.812	1	 4.354	1
									 1803.00	1	  0.359	1	  0.352	1	  0.26	1	266.9	1	 0.8426	1	  0.0197	1	 83.25	1	 0.3560	1	 4.206	1	35.058	1	27.810	1	 4.360	1
									 1805.00	1	  0.359	1	  0.351	1	  0.14	1	267.5	1	 0.4834	1	  0.0182	1	 83.39	1	 0.3560	1	 4.191	1	35.057	1	27.812	1	 4.344	1
									 1807.00	1	  0.359	1	  0.351	1	  0.19	1	267.5	1	 0.6398	1	  0.0182	1	 83.39	1	 0.3560	1	 4.187	1	35.055	1	27.811	1	 4.340	1
									 1809.00	1	  0.359	1	  0.351	1	  0.35	1	267.2	1	 1.0161	1	  0.0172	1	 83.24	1	 0.3559	1	 4.159	1	35.051	1	27.810	1	 4.312	1
									 1811.00	1	  0.359	1	  0.352	1	  0.37	1	267.4	1	 1.0545	1	  0.0188	1	 83.30	1	 0.3559	1	 4.161	1	35.060	1	27.817	1	 4.315	1
									 1813.00	1	  0.359	1	  0.353	1	  0.31	1	266.6	1	 0.9442	1	  0.0185	1	 83.15	1	 0.3559	1	 4.198	1	35.062	1	27.814	1	 4.352	1
									 1815.00	1	  0.359	1	  0.353	1	  0.27	1	267.0	1	 0.8641	1	  0.0203	1	 83.26	1	 0.3559	1	 4.196	1	35.062	1	27.815	1	 4.351	1
									 1817.00	1	  0.359	1	  0.353	1	  0.40	1	266.8	1	 1.0993	1	  0.0199	1	 83.20	1	 0.3559	1	 4.196	1	35.062	1	27.815	1	 4.351	1
									 1819.00	1	  0.359	1	  0.353	1	  0.40	1	266.4	1	 1.0940	1	  0.0203	1	 83.06	1	 0.3559	1	 4.195	1	35.062	1	27.815	1	 4.350	1
									 1821.00	1	  0.359	1	  0.353	1	  0.30	1	266.3	1	 0.8945	1	  0.0190	1	 83.05	1	 0.3559	1	 4.196	1	35.063	1	27.815	1	 4.351	1
									 1823.00	1	  0.359	1	  0.353	1	  0.20	1	265.8	1	 0.6492	1	  0.0195	1	 82.90	1	 0.3561	1	 4.199	1	35.063	1	27.815	1	 4.354	1
									 1825.00	1	  0.359	1	  0.353	1	  0.50	1	265.9	1	 1.2432	1	  0.0201	1	 82.93	1	 0.3562	1	 4.203	1	35.065	1	27.816	1	 4.359	1
									 1827.00	1	  0.360	1	  0.353	1	  0.39	1	265.8	1	 1.0946	1	  0.0199	1	 82.91	1	 0.3567	1	 4.204	1	35.065	1	27.816	1	 4.360	1
									 1829.00	1	  0.360	1	  0.353	1	  0.26	1	265.8	1	 0.8440	1	  0.0197	1	 82.89	1	 0.3567	1	 4.197	1	35.064	1	27.816	1	 4.353	1
									 1831.00	1	  0.360	1	  0.353	1	  0.28	1	266.1	1	 0.8996	1	  0.0197	1	 82.97	1	 0.3570	1	 4.193	1	35.064	1	27.817	1	 4.349	1
									 1833.00	1	  0.360	1	  0.353	1	  0.17	1	265.5	1	 0.5999	1	  0.0199	1	 82.81	1	 0.3571	1	 4.197	1	35.066	1	27.818	1	 4.353	1
									 1835.00	1	  0.360	1	  0.353	1	  0.26	1	265.6	1	 0.8542	1	  0.0197	1	 82.84	1	 0.3567	1	 4.203	1	35.068	1	27.819	1	 4.360	1
									 1837.00	1	  0.361	1	  0.353	1	  0.16	1	265.5	1	 0.5615	1	  0.0198	1	 82.84	1	 0.3583	1	 4.211	1	35.070	1	27.819	1	 4.368	1
									 1839.00	1	  0.361	1	  0.353	1	  0.13	1	265.3	1	 0.4277	1	  0.0195	1	 82.75	1	 0.3581	1	 4.209	1	35.069	1	27.819	1	 4.366	1
									 1841.00	1	  0.361	1	  0.353	1	  0.14	1	264.8	1	 0.4939	1	  0.0201	1	 82.59	1	 0.3581	1	 4.201	1	35.068	1	27.819	1	 4.359	1
									 1843.00	1	  0.360	1	  0.353	1	  0.23	1	265.0	1	 0.7755	1	  0.0198	1	 82.65	1	 0.3571	1	 4.195	1	35.066	1	27.818	1	 4.352	1
									 1845.00	1	  0.361	1	  0.353	1	  0.35	1	264.8	1	 1.0096	1	  0.0195	1	 82.54	1	 0.3577	1	 4.179	1	35.064	1	27.818	1	 4.337	1
									 1847.00	1	  0.360	1	  0.353	1	  0.29	1	265.0	1	 0.9088	1	  0.0198	1	 82.54	1	 0.3570	1	 4.151	1	35.056	1	27.815	1	 4.308	1
