Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	Pres_Z [dbar]	QV:SEADATANET	Atten_red [/m]	QV:SEADATANET	Atten_red2 [/m]	QV:SEADATANET	chl-a_water_ISfluor [mg/m^3]	QV:SEADATANET	WC_dissO2 [umol/l]	QV:SEADATANET	AqVolt [V]	QV:SEADATANET	STNephV [V]	QV:SEADATANET	BKBeck [%]	QV:SEADATANET	PotAtten [/m]	QV:SEADATANET	WC_Potemp [degC]	QV:SEADATANET	P_sal_CTD [Dmnless]	QV:SEADATANET	SigTheta [kg/m^3]	QV:SEADATANET	WC_temp_CTD [degC]	QV:SEADATANET
									 1059.00	1	  0.352	1	  0.355	1	  0.32	1	212.7	1	 0.9654	1	  0.0183	1	 76.72	1	 0.3508	1	10.356	1	36.015	1	27.683	1	10.489	1
									 1061.00	1	  0.352	1	  0.355	1	  0.25	1	212.3	1	 0.8081	1	  0.0197	1	 76.54	1	 0.3508	1	10.343	1	36.019	1	27.689	1	10.476	1
									 1063.00	1	  0.352	1	  0.354	1	  0.24	1	212.7	1	 0.8035	1	  0.0190	1	 76.69	1	 0.3508	1	10.335	1	36.017	1	27.688	1	10.469	1
									 1065.00	1	  0.352	1	  0.354	1	  0.32	1	212.4	1	 0.9581	1	  0.0188	1	 76.53	1	 0.3508	1	10.301	1	36.014	1	27.692	1	10.435	1
									 1067.00	1	  0.352	1	  0.355	1	  0.23	1	212.5	1	 0.7437	1	  0.0190	1	 76.55	1	 0.3508	1	10.293	1	36.014	1	27.693	1	10.427	1
									 1069.00	1	  0.352	1	  0.354	1	  0.21	1	213.4	1	 0.7153	1	  0.0179	1	 76.84	1	 0.3508	1	10.282	1	36.014	1	27.695	1	10.416	1
									 1071.00	1	  0.353	1	  0.355	1	  0.21	1	214.1	1	 0.7086	1	  0.0182	1	 77.09	1	 0.3512	1	10.277	1	36.014	1	27.696	1	10.411	1
									 1073.00	1	  0.352	1	  0.355	1	  0.30	1	213.2	1	 0.9368	1	  0.0188	1	 76.75	1	 0.3508	1	10.270	1	36.014	1	27.697	1	10.405	1
									 1075.00	1	  0.352	1	  0.354	1	  0.33	1	212.4	1	 0.9905	1	  0.0198	1	 76.44	1	 0.3508	1	10.265	1	36.014	1	27.698	1	10.399	1
									 1077.00	1	  0.352	1	  0.354	1	  0.30	1	213.5	1	 0.9269	1	  0.0174	1	 76.85	1	 0.3508	1	10.267	1	36.017	1	27.700	1	10.402	1
									 1079.00	1	  0.352	1	  0.354	1	  0.23	1	213.4	1	 0.7839	1	  0.0187	1	 76.84	1	 0.3508	1	10.282	1	36.025	1	27.704	1	10.417	1
									 1081.00	1	  0.352	1	  0.354	1	  0.34	1	212.8	1	 0.9929	1	  0.0182	1	 76.66	1	 0.3508	1	10.289	1	36.026	1	27.704	1	10.424	1
									 1083.00	1	  0.353	1	  0.354	1	  0.23	1	212.8	1	 0.7527	1	  0.0184	1	 76.66	1	 0.3510	1	10.291	1	36.027	1	27.704	1	10.427	1
									 1085.00	1	  0.352	1	  0.353	1	  0.18	1	212.6	1	 0.6315	1	  0.0176	1	 76.59	1	 0.3508	1	10.289	1	36.026	1	27.704	1	10.426	1
									 1087.00	1	  0.352	1	  0.354	1	  0.14	1	212.6	1	 0.4578	1	  0.0171	1	 76.57	1	 0.3508	1	10.276	1	36.023	1	27.703	1	10.413	1
									 1089.00	1	  0.352	1	  0.355	1	  0.14	1	212.3	1	 0.3876	1	  0.0185	1	 76.40	1	 0.3508	1	10.256	1	36.019	1	27.703	1	10.393	1
									 1091.00	1	  0.352	1	  0.353	1	  0.19	1	212.8	1	 0.6678	1	  0.0200	1	 76.60	1	 0.3507	1	10.254	1	36.023	1	27.707	1	10.391	1
									 1093.00	1	  0.352	1	  0.354	1	  0.20	1	212.9	1	 0.6830	1	  0.0178	1	 76.68	1	 0.3507	1	10.273	1	36.030	1	27.709	1	10.411	1
									 1095.00	1	  0.352	1	  0.355	1	  0.36	1	212.1	1	 1.0392	1	  0.0182	1	 76.37	1	 0.3507	1	10.275	1	36.033	1	27.711	1	10.413	1
									 1097.00	1	  0.352	1	  0.353	1	  0.40	1	212.4	1	 1.1059	1	  0.0178	1	 76.52	1	 0.3507	1	10.282	1	36.036	1	27.713	1	10.420	1
									 1099.00	1	  0.352	1	  0.353	1	  0.25	1	213.1	1	 0.8182	1	  0.0178	1	 76.69	1	 0.3507	1	10.239	1	36.023	1	27.710	1	10.376	1
									 1101.00	1	  0.352	1	  0.354	1	  0.22	1	213.2	1	 0.6760	1	  0.0180	1	 76.59	1	 0.3507	1	10.169	1	36.011	1	27.713	1	10.307	1
									 1103.00	1	  0.352	1	  0.353	1	  0.31	1	213.6	1	 0.9622	1	  0.0198	1	 76.72	1	 0.3507	1	10.164	1	36.023	1	27.723	1	10.302	1
									 1105.00	1	  0.352	1	  0.354	1	  0.30	1	213.9	1	 0.9199	1	  0.0172	1	 76.91	1	 0.3507	1	10.201	1	36.020	1	27.714	1	10.339	1
									 1107.00	1	  0.352	1	  0.353	1	  0.26	1	214.5	1	 0.8400	1	  0.0175	1	 77.15	1	 0.3507	1	10.222	1	36.030	1	27.718	1	10.361	1
									 1109.00	1	  0.352	1	  0.353	1	  0.36	1	214.8	1	 1.0315	1	  0.0172	1	 77.21	1	 0.3507	1	10.193	1	36.024	1	27.719	1	10.331	1
									 1111.00	1	  0.352	1	  0.353	1	  0.31	1	213.6	1	 0.9452	1	  0.0171	1	 76.76	1	 0.3507	1	10.170	1	36.022	1	27.721	1	10.309	1
									 1113.00	1	  0.352	1	  0.353	1	  0.27	1	213.4	1	 0.8697	1	  0.0177	1	 76.66	1	 0.3507	1	10.170	1	36.023	1	27.722	1	10.309	1
									 1115.00	1	  0.352	1	  0.353	1	  0.40	1	214.1	1	 1.1051	1	  0.0175	1	 76.93	1	 0.3507	1	10.170	1	36.026	1	27.725	1	10.309	1
									 1117.00	1	  0.352	1	  0.353	1	  0.28	1	214.7	1	 0.8847	1	  0.0175	1	 77.15	1	 0.3507	1	10.182	1	36.027	1	27.723	1	10.322	1
									 1119.00	1	  0.352	1	  0.354	1	  0.18	1	215.0	1	 0.6303	1	  0.0174	1	 77.30	1	 0.3507	1	10.185	1	36.038	1	27.731	1	10.325	1
									 1121.00	1	  0.352	1	  0.353	1	  0.18	1	215.2	1	 0.6401	1	  0.0174	1	 77.34	1	 0.3507	1	10.175	1	36.028	1	27.725	1	10.315	1
									 1123.00	1	  0.352	1	  0.353	1	  0.27	1	215.0	1	 0.8506	1	  0.0175	1	 77.22	1	 0.3507	1	10.158	1	36.028	1	27.728	1	10.299	1
									 1125.00	1	  0.352	1	  0.354	1	  0.26	1	214.4	1	 0.7857	1	  0.0180	1	 76.98	1	 0.3507	1	10.141	1	36.026	1	27.729	1	10.281	1
									 1127.00	1	  0.352	1	  0.354	1	  0.14	1	215.0	1	 0.4929	1	  0.0174	1	 77.19	1	 0.3507	1	10.124	1	36.021	1	27.728	1	10.265	1
									 1129.00	1	  0.352	1	  0.354	1	  0.17	1	215.3	1	 0.5728	1	  0.0181	1	 77.26	1	 0.3507	1	10.110	1	36.021	1	27.731	1	10.250	1
									 1131.00	1	  0.353	1	  0.355	1	  0.18	1	215.9	1	 0.6158	1	  0.0173	1	 77.45	1	 0.3511	1	10.097	1	36.019	1	27.732	1	10.238	1
									 1133.00	1	  0.352	1	  0.354	1	  0.24	1	215.7	1	 0.7743	1	  0.0175	1	 77.33	1	 0.3507	1	10.076	1	36.011	1	27.729	1	10.217	1
									 1135.00	1	  0.352	1	  0.355	1	  0.36	1	215.9	1	 1.0447	1	  0.0177	1	 77.35	1	 0.3507	1	10.043	1	36.010	1	27.734	1	10.184	1
									 1137.00	1	  0.352	1	  0.355	1	  0.32	1	216.0	1	 0.9781	1	  0.0198	1	 77.38	1	 0.3507	1	10.045	1	36.011	1	27.734	1	10.186	1
									 1139.00	1	  0.353	1	  0.355	1	  0.22	1	216.7	1	 0.7120	1	  0.0191	1	 77.62	1	 0.3508	1	10.030	1	36.006	1	27.733	1	10.172	1
									 1141.00	1	  0.352	1	  0.355	1	  0.17	1	216.9	1	 0.5757	1	  0.0179	1	 77.63	1	 0.3508	1	 9.996	1	35.995	1	27.731	1	10.137	1
									 1143.00	1	  0.353	1	  0.356	1	  0.07	1	216.4	1	 0.0799	1	  0.0184	1	 77.37	1	 0.3508	1	 9.943	1	35.987	1	27.734	1	10.084	1
									 1145.00	1	  0.352	1	  0.356	1	  0.21	1	216.1	1	 0.7297	1	  0.0174	1	 77.23	1	 0.3507	1	 9.920	1	35.980	1	27.732	1	10.061	1
									 1147.00	1	  0.352	1	  0.355	1	  0.25	1	216.8	1	 0.8106	1	  0.0179	1	 77.42	1	 0.3507	1	 9.904	1	35.983	1	27.737	1	10.045	1
									 1149.00	1	  0.352	1	  0.355	1	  0.15	1	216.9	1	 0.4881	1	  0.0186	1	 77.43	1	 0.3507	1	 9.885	1	35.980	1	27.738	1	10.026	1
									 1151.00	1	  0.352	1	  0.354	1	  0.21	1	217.3	1	 0.7132	1	  0.0204	1	 77.55	1	 0.3507	1	 9.879	1	35.978	1	27.737	1	10.021	1
									 1153.00	1	  0.352	1	  0.354	1	  0.32	1	217.4	1	 0.9508	1	  0.0187	1	 77.57	1	 0.3507	1	 9.851	1	35.971	1	27.737	1	 9.993	1
									 1155.00	1	  0.353	1	  0.355	1	  0.16	1	216.8	1	 0.5346	1	  0.0182	1	 77.30	1	 0.3511	1	 9.831	1	35.970	1	27.740	1	 9.972	1
									 1157.00	1	  0.353	1	  0.355	1	  0.15	1	216.0	1	 0.5131	1	  0.0185	1	 77.01	1	 0.3512	1	 9.831	1	35.971	1	27.740	1	 9.973	1
									 1159.00	1	  0.352	1	  0.355	1	  0.25	1	216.9	1	 0.8287	1	  0.0181	1	 77.34	1	 0.3506	1	 9.834	1	35.972	1	27.740	1	 9.976	1
									 1161.00	1	  0.352	1	  0.355	1	  0.25	1	216.9	1	 0.8255	1	  0.0182	1	 77.35	1	 0.3506	1	 9.836	1	35.973	1	27.741	1	 9.979	1
									 1163.00	1	  0.353	1	  0.355	1	  0.20	1	216.3	1	 0.6926	1	  0.0190	1	 77.13	1	 0.3508	1	 9.826	1	35.969	1	27.740	1	 9.969	1
									 1165.00	1	  0.352	1	  0.355	1	  0.13	1	215.4	1	 0.4257	1	  0.0180	1	 76.74	1	 0.3506	1	 9.792	1	35.963	1	27.740	1	 9.935	1
									 1167.00	1	  0.354	1	  0.355	1	  0.21	1	216.3	1	 0.6981	1	  0.0196	1	 77.03	1	 0.3518	1	 9.769	1	35.958	1	27.741	1	 9.911	1
									 1169.00	1	  0.352	1	  0.355	1	  0.26	1	217.6	1	 0.8372	1	  0.0182	1	 77.47	1	 0.3506	1	 9.756	1	35.957	1	27.742	1	 9.899	1
									 1171.00	1	  0.353	1	  0.355	1	  0.32	1	216.4	1	 0.9713	1	  0.0182	1	 77.00	1	 0.3509	1	 9.732	1	35.952	1	27.742	1	 9.875	1
									 1173.00	1	  0.352	1	  0.355	1	  0.27	1	217.0	1	 0.8694	1	  0.0179	1	 77.18	1	 0.3506	1	 9.723	1	35.952	1	27.743	1	 9.867	1
									 1175.00	1	  0.353	1	  0.354	1	  0.22	1	218.4	1	 0.7556	1	  0.0177	1	 77.66	1	 0.3509	1	 9.716	1	35.951	1	27.744	1	 9.859	1
									 1177.00	1	  0.352	1	  0.354	1	  0.17	1	218.6	1	 0.5656	1	  0.0180	1	 77.71	1	 0.3506	1	 9.707	1	35.948	1	27.744	1	 9.851	1
									 1179.00	1	  0.353	1	  0.354	1	  0.16	1	218.3	1	 0.5268	1	  0.0183	1	 77.60	1	 0.3514	1	 9.692	1	35.946	1	27.744	1	 9.835	1
									 1181.00	1	  0.353	1	  0.355	1	  0.22	1	218.3	1	 0.7335	1	  0.0182	1	 77.58	1	 0.3508	1	 9.685	1	35.944	1	27.744	1	 9.829	1
									 1183.00	1	  0.352	1	  0.354	1	  0.31	1	218.5	1	 0.9492	1	  0.0175	1	 77.62	1	 0.3506	1	 9.674	1	35.941	1	27.744	1	 9.818	1
									 1185.00	1	  0.352	1	  0.355	1	  0.17	1	219.7	1	 0.5824	1	  0.0181	1	 78.02	1	 0.3506	1	 9.659	1	35.940	1	27.745	1	 9.804	1
									 1187.00	1	  0.352	1	  0.355	1	  0.20	1	219.3	1	 0.6953	1	  0.0179	1	 77.83	1	 0.3506	1	 9.626	1	35.930	1	27.743	1	 9.770	1
									 1189.00	1	  0.352	1	  0.355	1	  0.20	1	218.5	1	 0.6825	1	  0.0179	1	 77.48	1	 0.3506	1	 9.594	1	35.928	1	27.747	1	 9.738	1
									 1191.00	1	  0.353	1	  0.354	1	  0.31	1	219.8	1	 0.9488	1	  0.0177	1	 77.80	1	 0.3510	1	 9.519	1	35.909	1	27.745	1	 9.663	1
									 1193.00	1	  0.352	1	  0.354	1	  0.22	1	219.8	1	 0.6540	1	  0.0174	1	 77.80	1	 0.3506	1	 9.515	1	35.923	1	27.756	1	 9.659	1
									 1195.00	1	  0.353	1	  0.354	1	  0.13	1	220.2	1	 0.3895	1	  0.0189	1	 77.96	1	 0.3511	1	 9.509	1	35.918	1	27.753	1	 9.653	1
									 1197.00	1	  0.352	1	  0.355	1	  0.23	1	220.4	1	 0.7833	1	  0.0174	1	 77.98	1	 0.3506	1	 9.485	1	35.913	1	27.753	1	 9.629	1
									 1199.00	1	  0.353	1	  0.354	1	  0.30	1	221.0	1	 0.9227	1	  0.0183	1	 78.16	1	 0.3507	1	 9.474	1	35.912	1	27.754	1	 9.618	1
									 1201.00	1	  0.352	1	  0.354	1	  0.24	1	221.3	1	 0.8074	1	  0.0174	1	 78.17	1	 0.3506	1	 9.421	1	35.899	1	27.753	1	 9.565	1
									 1203.00	1	  0.352	1	  0.354	1	  0.22	1	220.5	1	 0.7220	1	  0.0175	1	 77.82	1	 0.3506	1	 9.375	1	35.895	1	27.758	1	 9.519	1
									 1205.00	1	  0.352	1	  0.355	1	  0.11	1	219.8	1	 0.3263	1	  0.0209	1	 77.56	1	 0.3506	1	 9.359	1	35.892	1	27.758	1	 9.503	1
									 1207.00	1	  0.352	1	  0.355	1	  0.23	1	220.8	1	 0.7592	1	  0.0185	1	 77.88	1	 0.3506	1	 9.355	1	35.890	1	27.757	1	 9.500	1
									 1209.00	1	  0.352	1	  0.354	1	  0.19	1	221.7	1	 0.6537	1	  0.0183	1	 78.17	1	 0.3506	1	 9.335	1	35.886	1	27.758	1	 9.479	1
									 1211.00	1	  0.352	1	  0.354	1	  0.25	1	221.0	1	 0.8148	1	  0.0195	1	 77.88	1	 0.3506	1	 9.300	1	35.879	1	27.758	1	 9.444	1
									 1213.00	1	  0.353	1	  0.355	1	  0.28	1	221.0	1	 0.8822	1	  0.0177	1	 77.80	1	 0.3507	1	 9.278	1	35.876	1	27.759	1	 9.423	1
									 1215.00	1	  0.352	1	  0.355	1	  0.27	1	221.9	1	 0.8652	1	  0.0183	1	 78.11	1	 0.3506	1	 9.266	1	35.874	1	27.759	1	 9.411	1
									 1217.00	1	  0.352	1	  0.354	1	  0.29	1	222.3	1	 0.8863	1	  0.0180	1	 78.21	1	 0.3506	1	 9.250	1	35.869	1	27.758	1	 9.395	1
									 1219.00	1	  0.352	1	  0.354	1	  0.20	1	222.2	1	 0.6558	1	  0.0177	1	 78.12	1	 0.3505	1	 9.219	1	35.859	1	27.756	1	 9.364	1
									 1221.00	1	  0.352	1	  0.354	1	  0.32	1	222.2	1	 0.9768	1	  0.0188	1	 78.08	1	 0.3505	1	 9.196	1	35.858	1	27.758	1	 9.341	1
									 1223.00	1	  0.352	1	  0.354	1	  0.19	1	222.2	1	 0.6366	1	  0.0181	1	 78.02	1	 0.3505	1	 9.164	1	35.852	1	27.759	1	 9.309	1
									 1225.00	1	  0.352	1	  0.355	1	  0.17	1	223.0	1	 0.5820	1	  0.0199	1	 78.25	1	 0.3505	1	 9.127	1	35.845	1	27.759	1	 9.272	1
									 1227.00	1	  0.352	1	  0.354	1	  0.26	1	223.2	1	 0.8234	1	  0.0184	1	 78.28	1	 0.3506	1	 9.095	1	35.840	1	27.761	1	 9.240	1
									 1229.00	1	  0.353	1	  0.355	1	  0.25	1	223.3	1	 0.8357	1	  0.0182	1	 78.20	1	 0.3507	1	 9.049	1	35.829	1	27.760	1	 9.194	1
									 1231.00	1	  0.353	1	  0.355	1	  0.20	1	222.3	1	 0.6895	1	  0.0188	1	 77.84	1	 0.3510	1	 9.028	1	35.823	1	27.759	1	 9.173	1
									 1233.00	1	  0.353	1	  0.354	1	  0.14	1	223.0	1	 0.4703	1	  0.0180	1	 77.95	1	 0.3509	1	 8.964	1	35.813	1	27.761	1	 9.108	1
									 1235.00	1	  0.353	1	  0.355	1	  0.22	1	223.5	1	 0.7491	1	  0.0192	1	 78.06	1	 0.3507	1	 8.915	1	35.806	1	27.764	1	 9.059	1
									 1237.00	1	  0.354	1	  0.355	1	  0.29	1	223.4	1	 0.9164	1	  0.0180	1	 77.94	1	 0.3516	1	 8.885	1	35.803	1	27.766	1	 9.029	1
									 1239.00	1	  0.353	1	  0.354	1	  0.28	1	223.8	1	 0.8820	1	  0.0179	1	 78.02	1	 0.3515	1	 8.841	1	35.787	1	27.761	1	 8.985	1
									 1241.00	1	  0.352	1	  0.354	1	  0.31	1	225.0	1	 0.9286	1	  0.0181	1	 78.34	1	 0.3505	1	 8.789	1	35.786	1	27.768	1	 8.933	1
									 1243.00	1	  0.353	1	  0.354	1	  0.21	1	224.4	1	 0.7091	1	  0.0177	1	 78.09	1	 0.3508	1	 8.774	1	35.785	1	27.770	1	 8.918	1
									 1245.00	1	  0.353	1	  0.355	1	  0.18	1	225.3	1	 0.6186	1	  0.0176	1	 78.32	1	 0.3510	1	 8.720	1	35.773	1	27.769	1	 8.863	1
									 1247.00	1	  0.352	1	  0.353	1	  0.25	1	226.0	1	 0.8154	1	  0.0178	1	 78.45	1	 0.3505	1	 8.674	1	35.763	1	27.769	1	 8.817	1
									 1249.00	1	  0.352	1	  0.353	1	  0.24	1	226.9	1	 0.7978	1	  0.0179	1	 78.75	1	 0.3506	1	 8.648	1	35.754	1	27.766	1	 8.791	1
									 1251.00	1	  0.353	1	  0.354	1	  0.22	1	226.0	1	 0.7391	1	  0.0174	1	 78.29	1	 0.3507	1	 8.584	1	35.748	1	27.771	1	 8.727	1
									 1253.00	1	  0.353	1	  0.354	1	  0.25	1	226.9	1	 0.8069	1	  0.0190	1	 78.53	1	 0.3507	1	 8.542	1	35.734	1	27.767	1	 8.685	1
									 1255.00	1	  0.353	1	  0.354	1	  0.24	1	227.4	1	 0.7781	1	  0.0186	1	 78.57	1	 0.3510	1	 8.459	1	35.721	1	27.770	1	 8.601	1
									 1257.00	1	  0.353	1	  0.353	1	  0.22	1	227.4	1	 0.7379	1	  0.0181	1	 78.55	1	 0.3510	1	 8.447	1	35.725	1	27.775	1	 8.590	1
									 1259.00	1	  0.353	1	  0.354	1	  0.21	1	226.9	1	 0.7083	1	  0.0179	1	 78.36	1	 0.3507	1	 8.447	1	35.726	1	27.776	1	 8.590	1
									 1261.00	1	  0.352	1	  0.353	1	  0.24	1	227.7	1	 0.7749	1	  0.0182	1	 78.50	1	 0.3505	1	 8.370	1	35.703	1	27.769	1	 8.512	1
									 1263.00	1	  0.353	1	  0.354	1	  0.17	1	228.7	1	 0.5369	1	  0.0180	1	 78.76	1	 0.3506	1	 8.320	1	35.698	1	27.774	1	 8.462	1
									 1265.00	1	  0.352	1	  0.354	1	  0.28	1	228.9	1	 0.8941	1	  0.0174	1	 78.79	1	 0.3505	1	 8.298	1	35.697	1	27.776	1	 8.439	1
									 1267.00	1	  0.353	1	  0.354	1	  0.28	1	228.5	1	 0.8960	1	  0.0174	1	 78.70	1	 0.3512	1	 8.317	1	35.704	1	27.778	1	 8.459	1
									 1269.00	1	  0.353	1	  0.354	1	  0.31	1	228.4	1	 0.9457	1	  0.0177	1	 78.68	1	 0.3513	1	 8.323	1	35.704	1	27.778	1	 8.466	1
									 1271.00	1	  0.353	1	  0.353	1	  0.21	1	229.8	1	 0.7329	1	  0.0181	1	 79.11	1	 0.3506	1	 8.298	1	35.695	1	27.774	1	 8.441	1
									 1273.00	1	  0.353	1	  0.353	1	  0.34	1	230.0	1	 0.9985	1	  0.0197	1	 78.89	1	 0.3513	1	 8.148	1	35.664	1	27.773	1	 8.290	1
									 1275.00	1	  0.353	1	  0.353	1	  0.39	1	230.2	1	 1.0979	1	  0.0183	1	 78.79	1	 0.3513	1	 8.060	1	35.654	1	27.779	1	 8.201	1
									 1277.00	1	  0.354	1	  0.354	1	  0.37	1	230.9	1	 1.0581	1	  0.0194	1	 78.92	1	 0.3519	1	 7.998	1	35.634	1	27.773	1	 8.139	1
									 1279.00	1	  0.354	1	  0.353	1	  0.21	1	231.1	1	 0.7199	1	  0.0182	1	 78.93	1	 0.3517	1	 7.966	1	35.631	1	27.775	1	 8.106	1
									 1281.00	1	  0.353	1	  0.353	1	  0.19	1	231.2	1	 0.6465	1	  0.0178	1	 78.91	1	 0.3513	1	 7.941	1	35.627	1	27.775	1	 8.082	1
									 1283.00	1	  0.354	1	  0.353	1	  0.13	1	231.9	1	 0.4333	1	  0.0174	1	 79.03	1	 0.3517	1	 7.888	1	35.611	1	27.771	1	 8.028	1
									 1285.00	1	  0.354	1	  0.354	1	  0.17	1	232.2	1	 0.5599	1	  0.0179	1	 79.04	1	 0.3521	1	 7.827	1	35.600	1	27.771	1	 7.967	1
									 1287.00	1	  0.353	1	  0.354	1	  0.25	1	232.5	1	 0.8177	1	  0.0182	1	 79.04	1	 0.3513	1	 7.777	1	35.592	1	27.773	1	 7.917	1
									 1289.00	1	  0.354	1	  0.353	1	  0.34	1	232.2	1	 1.0037	1	  0.0174	1	 78.87	1	 0.3523	1	 7.735	1	35.588	1	27.776	1	 7.874	1
									 1291.00	1	  0.353	1	  0.354	1	  0.23	1	232.7	1	 0.7342	1	  0.0188	1	 79.05	1	 0.3507	1	 7.738	1	35.594	1	27.780	1	 7.877	1
									 1293.00	1	  0.353	1	  0.354	1	  0.16	1	233.1	1	 0.5285	1	  0.0180	1	 79.26	1	 0.3507	1	 7.786	1	35.608	1	27.784	1	 7.927	1
									 1295.00	1	  0.354	1	  0.354	1	  0.18	1	233.0	1	 0.6364	1	  0.0176	1	 79.21	1	 0.3517	1	 7.776	1	35.602	1	27.781	1	 7.917	1
									 1297.00	1	  0.354	1	  0.354	1	  0.24	1	232.3	1	 0.8094	1	  0.0181	1	 78.99	1	 0.3521	1	 7.775	1	35.608	1	27.786	1	 7.915	1
									 1299.00	1	  0.354	1	  0.353	1	  0.31	1	232.9	1	 0.9572	1	  0.0175	1	 79.19	1	 0.3515	1	 7.783	1	35.610	1	27.786	1	 7.924	1
									 1301.00	1	  0.353	1	  0.354	1	  0.32	1	233.3	1	 0.9604	1	  0.0185	1	 79.33	1	 0.3511	1	 7.787	1	35.611	1	27.787	1	 7.928	1
									 1303.00	1	  0.353	1	  0.353	1	  0.37	1	232.3	1	 1.0538	1	  0.0179	1	 79.02	1	 0.3514	1	 7.793	1	35.613	1	27.787	1	 7.935	1
									 1305.00	1	  0.353	1	  0.353	1	  0.30	1	232.1	1	 0.9383	1	  0.0199	1	 78.97	1	 0.3512	1	 7.797	1	35.615	1	27.788	1	 7.939	1
									 1307.00	1	  0.354	1	  0.354	1	  0.26	1	232.6	1	 0.8522	1	  0.0181	1	 79.10	1	 0.3520	1	 7.781	1	35.611	1	27.787	1	 7.924	1
									 1309.00	1	  0.353	1	  0.353	1	  0.20	1	233.4	1	 0.6886	1	  0.0180	1	 79.30	1	 0.3514	1	 7.756	1	35.608	1	27.788	1	 7.898	1
									 1311.00	1	  0.354	1	  0.353	1	  0.31	1	233.7	1	 0.9296	1	  0.0179	1	 79.32	1	 0.3515	1	 7.702	1	35.597	1	27.788	1	 7.844	1
									 1313.00	1	  0.354	1	  0.353	1	  0.25	1	233.4	1	 0.8162	1	  0.0182	1	 79.20	1	 0.3517	1	 7.683	1	35.596	1	27.790	1	 7.825	1
									 1315.00	1	  0.354	1	  0.353	1	  0.19	1	233.2	1	 0.6376	1	  0.0200	1	 79.07	1	 0.3516	1	 7.668	1	35.592	1	27.789	1	 7.810	1
									 1317.00	1	  0.354	1	  0.353	1	  0.34	1	233.1	1	 1.0045	1	  0.0179	1	 79.00	1	 0.3521	1	 7.646	1	35.589	1	27.790	1	 7.788	1
									 1319.00	1	  0.353	1	  0.353	1	  0.10	1	233.0	1	 0.2045	1	  0.0180	1	 78.93	1	 0.3512	1	 7.627	1	35.587	1	27.791	1	 7.769	1
									 1321.00	1	  0.354	1	  0.353	1	  0.20	1	234.5	1	 0.7023	1	  0.0171	1	 79.43	1	 0.3521	1	 7.625	1	35.587	1	27.792	1	 7.767	1
									 1323.00	1	  0.354	1	  0.353	1	  0.22	1	233.7	1	 0.7515	1	  0.0181	1	 79.17	1	 0.3519	1	 7.617	1	35.586	1	27.792	1	 7.759	1
									 1325.00	1	  0.354	1	  0.353	1	  0.25	1	233.3	1	 0.8233	1	  0.0175	1	 79.06	1	 0.3525	1	 7.647	1	35.584	8	27.786	1	 7.790	1
									 1327.00	1	  0.354	1	  0.353	1	  0.27	1	233.1	1	 0.8652	1	  0.0181	1	 79.02	1	 0.3521	1	 7.655	1	35.582	8	27.783	1	 7.799	1
									 1329.00	1	  0.354	1	  0.354	1	  0.26	1	234.3	1	 0.8254	1	  0.0181	1	 79.28	1	 0.3522	1	 7.576	1	35.581	1	27.794	1	 7.719	1
									 1331.00	1	  0.354	1	  0.353	1	  0.30	1	234.6	1	 0.9263	1	  0.0177	1	 79.28	1	 0.3525	1	 7.506	1	35.574	1	27.799	1	 7.648	1
									 1333.00	1	  0.354	1	  0.353	1	  0.34	1	234.4	1	 1.0115	1	  0.0172	1	 79.24	1	 0.3523	1	 7.536	1	35.589	1	27.806	1	 7.679	1
									 1335.00	1	  0.354	1	  0.353	1	  0.25	1	234.5	1	 0.8078	1	  0.0182	1	 79.32	1	 0.3523	1	 7.559	1	35.591	1	27.804	1	 7.702	1
									 1337.00	1	  0.354	1	  0.353	1	  0.16	1	234.1	1	 0.5188	1	  0.0179	1	 79.22	1	 0.3523	1	 7.573	1	35.594	1	27.804	1	 7.717	1
									 1339.00	1	  0.354	1	  0.353	1	  0.37	1	234.1	1	 1.0629	1	  0.0180	1	 79.16	1	 0.3516	1	 7.544	1	35.586	1	27.802	1	 7.687	1
									 1341.00	1	  0.354	1	  0.353	1	  0.24	1	234.6	1	 0.7774	1	  0.0183	1	 79.25	1	 0.3520	1	 7.502	1	35.577	1	27.801	1	 7.646	1
									 1343.00	1	  0.353	1	  0.353	1	  0.29	1	234.9	1	 0.9059	1	  0.0175	1	 79.33	1	 0.3510	1	 7.481	1	35.577	1	27.804	1	 7.625	1
									 1345.00	1	  0.354	1	  0.354	1	  0.33	1	234.6	1	 0.9826	1	  0.0174	1	 79.21	1	 0.3522	1	 7.465	1	35.574	1	27.804	1	 7.609	1
									 1347.00	1	  0.354	1	  0.353	1	  0.36	1	235.1	1	 1.0375	1	  0.0174	1	 79.35	1	 0.3523	1	 7.459	1	35.574	1	27.805	1	 7.603	1
									 1349.00	1	  0.354	1	  0.353	1	  0.26	1	235.7	1	 0.8385	1	  0.0180	1	 79.53	1	 0.3522	1	 7.455	1	35.573	1	27.806	1	 7.599	1
									 1351.00	1	  0.355	1	  0.354	1	  0.26	1	235.6	1	 0.8369	1	  0.0179	1	 79.43	1	 0.3526	1	 7.419	1	35.565	1	27.804	1	 7.563	1
